netid,name,duke_email,phone_number,affiliation,school,password
zoe837,Dev Basant,zoe837@duke.edu,9348024892,Undergraduate,Trinity,aVfSdfzkhP
qxe473,Hettie Dove,qxe473@duke.edu,1869526073,Undergraduate,Trinity,y9kdELR
wpb037,Ola Tolussi,wpb037@duke.edu,7257583646,Undergraduate,Trinity,Yd2HRu16LofJ
sai183,Elisha Vose,sai183@duke.edu,6473383492,Undergraduate,Pratt,GmIlLcOScui
spz846,Tudor Duesberry,spz846@duke.edu,8503334829,Undergraduate,Trinity,xlHxXxeg
yqg230,Phoebe Slimmon,yqg230@duke.edu,1521531472,Undergraduate,Trinity,Itm4FdGz0x
myu955,Vito Chitham,myu955@duke.edu,1377977899,Undergraduate,Trinity,mMt4WoVwD
fqw266,Darline Shorton,fqw266@duke.edu,1058680642,Undergraduate,Trinity,3g5EdYgHEG
iwm356,Jessa Oswal,iwm356@duke.edu,9794887311,Undergraduate,Trinity,So6iBo4r
hnq874,Conan Galway,hnq874@duke.edu,9992255575,Undergraduate,Trinity,gw8RiF3Mzd
vhj842,Andy Durbin,vhj842@duke.edu,3318832461,Undergraduate,Trinity,jpchtyQ6fmpb
ets719,Perry Leadley,ets719@duke.edu,1964531325,Undergraduate,Trinity,jEAwe2PI
jfk483,Ezmeralda Soutar,jfk483@duke.edu,7906229425,Undergraduate,Trinity,5Q1oe37uXlC
woh326,Mariel Dougal,woh326@duke.edu,3535853332,Undergraduate,Trinity,VXMxHo
blc091,Delila Castellanos,blc091@duke.edu,3631047671,Undergraduate,Trinity,ei2xzNgQSJ
urt161,Thomasa Stockbridge,urt161@duke.edu,379960660,Undergraduate,Trinity,pL6qT2lQKyB
god547,Nollie Bruyet,god547@duke.edu,5213669909,Undergraduate,Trinity,50ltGM1lFw1
oez067,Ivy Shord,oez067@duke.edu,5680501780,Undergraduate,Trinity,81kqAA
jic414,Gertie Yven,jic414@duke.edu,1273479239,Undergraduate,Pratt,xs322gKEzf
ujl724,Tiena Pringell,ujl724@duke.edu,7139379193,Undergraduate,Pratt,LFhLcJMgeKZ
ibv612,Marena Stellin,ibv612@duke.edu,2109047258,Undergraduate,Trinity,HB6hRYB1t
fxl273,Ardelle Freathy,fxl273@duke.edu,9594848483,Undergraduate,Trinity,fTkkAJW45E
fpq432,Sylvia Millgate,fpq432@duke.edu,2663024840,Undergraduate,Pratt,RaMqR5BazJ
fia762,Keri Cornbill,fia762@duke.edu,6462401729,Undergraduate,Trinity,bWTMDq2pQlr
sgz075,Amelie Lyttle,sgz075@duke.edu,510682838,Undergraduate,Pratt,Io5IwYB77YH
ehp255,Pearce O'Murtagh,ehp255@duke.edu,3397603903,Undergraduate,Pratt,4UTZ2DYTO
lcy648,Leanna Wybrew,lcy648@duke.edu,1104320348,Undergraduate,Trinity,68omSD
pfl609,Moselle Jensen,pfl609@duke.edu,8318178942,Undergraduate,Trinity,LUxGOSJcU
xju139,Beryl Klimt,xju139@duke.edu,1421747957,Undergraduate,Trinity,e9ifRdclN
hgj774,Norbie Chantillon,hgj774@duke.edu,2957215199,Undergraduate,Trinity,MKBZ6RBES
gld644,Ian Ellerton,gld644@duke.edu,7820410904,Undergraduate,Trinity,7wLMWS09
uaw907,Adair Keese,uaw907@duke.edu,5863328242,Undergraduate,Trinity,jaq5Mwv0gE
ick328,Pauletta Torrance,ick328@duke.edu,2206193782,Undergraduate,Trinity,kRHUBhokP
sup847,Glen Titterton,sup847@duke.edu,1596925278,Undergraduate,Pratt,G7XDPTgldGT
sbh163,Solomon Skuce,sbh163@duke.edu,6138906825,Undergraduate,Pratt,FjYa35ytq
jqc763,Elberta Mackelworth,jqc763@duke.edu,5244143542,Undergraduate,Pratt,4Eex4n
shq326,Jan Dorman,shq326@duke.edu,1359639353,Undergraduate,Pratt,dXfZDg5rR8
hbj282,Shurlock Klementz,hbj282@duke.edu,8613182127,Undergraduate,Trinity,He18zq4cKkid
bta752,Elton Epsly,bta752@duke.edu,2010845897,Undergraduate,Trinity,VTWBTz0d
dey033,Basilius Rodders,dey033@duke.edu,8812870796,Undergraduate,Trinity,ZLdhBrvL
smr980,Jacinthe Stranahan,smr980@duke.edu,4836005887,Undergraduate,Trinity,JTcEdxtdDgN
klg253,Dulcine Bushel,klg253@duke.edu,7124326415,Undergraduate,Pratt,oWbCxE1G63vL
lwm408,Toddie Symson,lwm408@duke.edu,3187712442,Undergraduate,Trinity,jVDZp1IyK
hkz130,Marthena Nardoni,hkz130@duke.edu,7961267269,Undergraduate,Pratt,19wZJCktH
jwk990,Giff Bowden,jwk990@duke.edu,82928700,Undergraduate,Trinity,Kzm3e1J4pwP
hlo504,Cecilio Hardinge,hlo504@duke.edu,7066509834,Undergraduate,Trinity,gUWIDW5I
duw246,Pancho O' Mullan,duw246@duke.edu,3605811176,Undergraduate,Pratt,m0LDSHS2jkl
ifo310,Bridgette Osgarby,ifo310@duke.edu,4241470974,Undergraduate,Pratt,JkNb5y0CS
cdk871,Thaxter Darrigrand,cdk871@duke.edu,3566596635,Undergraduate,Pratt,hopqwjrPAoU
dtz601,Sigfrid D'Ambrogi,dtz601@duke.edu,3575061734,Undergraduate,Pratt,eaPdlQ
giu767,Silvain Marques,giu767@duke.edu,2011452642,Undergraduate,Trinity,U2aHslfLHqpL
onh033,Ashil Comolli,onh033@duke.edu,3251030594,Undergraduate,Pratt,yteq2CRORy
hqr352,Blythe Gerbl,hqr352@duke.edu,6236175597,Undergraduate,Trinity,eUMzuXLuB
fba663,Ethelred Hariot,fba663@duke.edu,9388599223,Undergraduate,Trinity,VCOkwmUtL
kdw728,Reidar Swansbury,kdw728@duke.edu,6782316935,Undergraduate,Pratt,6KKN8Uyawy
kmu889,Luca Robbins,kmu889@duke.edu,5228368655,Undergraduate,Pratt,EegVSQSIjA
yph178,Payton Jacobowitz,yph178@duke.edu,7030635604,Undergraduate,Trinity,eX92Aw
ebp516,Lanie Cleall,ebp516@duke.edu,2404120069,Undergraduate,Trinity,ntG83qt7e
pax021,Aryn Stenet,pax021@duke.edu,6334369969,Undergraduate,Pratt,KHPjW1
eka025,April Restill,eka025@duke.edu,8258715139,Undergraduate,Pratt,woupsr8RyNK
imw342,Jeana Olrenshaw,imw342@duke.edu,9075059115,Undergraduate,Trinity,z7nBYOV4
clb335,Rayna Humpherston,clb335@duke.edu,9988570122,Undergraduate,Trinity,iEIQySJ5k7H
sxj533,Federico Brasted,sxj533@duke.edu,9520372899,Undergraduate,Trinity,eEOhjV
lhr174,Hamel Wintle,lhr174@duke.edu,964472649,Undergraduate,Pratt,ZIKCtnXeheA
yrh743,Conney Elfes,yrh743@duke.edu,8740906925,Undergraduate,Pratt,R03a8hBF3rk
hxp005,Rubi Migheli,hxp005@duke.edu,4699357829,Undergraduate,Trinity,zETT3Al1
qiv348,Ewan Kiwitz,qiv348@duke.edu,159333028,Undergraduate,Pratt,1ELoX2GpbV
acr546,Shae Loxton,acr546@duke.edu,67953767,Undergraduate,Trinity,7bePkjDEs
ule479,Annelise Coucha,ule479@duke.edu,4437745032,Undergraduate,Trinity,A0f7tsXfw
nbs709,Jenilee MacConnal,nbs709@duke.edu,1016373431,Undergraduate,Pratt,iYAIOPh2
uha607,Lorna Gallanders,uha607@duke.edu,8372320449,Undergraduate,Pratt,ypLpsm6L77
kqb747,Alexandros Nealon,kqb747@duke.edu,6963989924,Undergraduate,Pratt,oLrqQxzmIdo
iqu416,Celeste Ashburner,iqu416@duke.edu,2206563336,Undergraduate,Pratt,iGGk0NegKE
dfm916,Gertie Poznanski,dfm916@duke.edu,6895894335,Undergraduate,Pratt,ucgr0j
pgy757,Anne-marie Delafont,pgy757@duke.edu,2788834707,Undergraduate,Pratt,Ig9lGkZk06
idj084,Dar Gee,idj084@duke.edu,8769856232,Undergraduate,Trinity,eoljsj6NBI7
dyb220,Emmalee Garron,dyb220@duke.edu,2639897179,Undergraduate,Trinity,3l6SNxiIVB
iys037,Sheilah Jaulme,iys037@duke.edu,8649328385,Undergraduate,Pratt,MqMnE5
vbu315,Roosevelt Ings,vbu315@duke.edu,4003307897,Undergraduate,Trinity,of4km0kM
gjf867,Skell De Domenico,gjf867@duke.edu,2712836387,Undergraduate,Pratt,xTUbx1m9w2
irv928,Cullen Harmes,irv928@duke.edu,4091213310,Undergraduate,Pratt,vtBJRnwmZPP
dyl913,Peter Sides,dyl913@duke.edu,527228896,Undergraduate,Pratt,GH9IKcJ
odh081,Walton Cotherill,odh081@duke.edu,269242366,Undergraduate,Trinity,ByKCNeTbwsMA
yal223,Boony Foxen,yal223@duke.edu,7334443185,Undergraduate,Trinity,YHeT8m
hze358,Beverie Dulake,hze358@duke.edu,5975013055,Undergraduate,Trinity,hnnL2QRJj6
pfo093,Teresina Casbolt,pfo093@duke.edu,5030859673,Undergraduate,Trinity,WKpFXYSC
mgy691,Twila Mor,mgy691@duke.edu,2032453721,Undergraduate,Pratt,oS52sh2
ezh116,Padraig Skae,ezh116@duke.edu,2213867192,Undergraduate,Trinity,0RmowiC
klm605,Felita Malkinson,klm605@duke.edu,8557038906,Undergraduate,Trinity,rkDHFM5Bw5
vrp913,Sheena Franken,vrp913@duke.edu,4764552510,Undergraduate,Trinity,FQHZgWY
leq567,Francyne Daughtrey,leq567@duke.edu,3743648192,Undergraduate,Pratt,gi8tFqo
gki677,Adrea Vignal,gki677@duke.edu,9768306336,Undergraduate,Trinity,d7mxqM
arf595,Marybeth Spatarul,arf595@duke.edu,2293521181,Undergraduate,Trinity,lRGxbHCHvC6b
rvs236,Isidro Moorman,rvs236@duke.edu,4730106349,Undergraduate,Trinity,yLFtmSjX
lwa190,Beatrisa Yokelman,lwa190@duke.edu,1396617583,Undergraduate,Trinity,MzqCfNpx5U
gvf114,Hadrian Gillise,gvf114@duke.edu,6257485281,Undergraduate,Pratt,G59ybmFz
kdg573,Halie Embling,kdg573@duke.edu,4053040133,Undergraduate,Pratt,krW6m2xK
inq075,Maren Mc Faul,inq075@duke.edu,8463182053,Undergraduate,Pratt,SBNoyhmWoSGB
afi555,Page Miebes,afi555@duke.edu,4640330181,Undergraduate,Trinity,ZL5DZQL
jbn157,Walt Smieton,jbn157@duke.edu,7749583582,Undergraduate,Pratt,Bd5ZRVOoX
rld530,Matti Worvell,rld530@duke.edu,9535477356,Undergraduate,Trinity,SZfgpi7qz
pql656,Lorinda Tott,pql656@duke.edu,5638577401,Undergraduate,Pratt,4pWlrag
ypg651,Riane Meardon,ypg651@duke.edu,1146638747,Undergraduate,Trinity,6mxw6o
wxt447,Darcy Sogg,wxt447@duke.edu,6068988145,Undergraduate,Trinity,30nPHs
nyq797,Dawna Bontoft,nyq797@duke.edu,8256078926,Undergraduate,Pratt,eSFfRF
zfm560,Kali Smithen,zfm560@duke.edu,1456154920,Undergraduate,Pratt,2TVt7QTol
qef249,Hobard Allain,qef249@duke.edu,6164135676,Undergraduate,Trinity,rZQWDwBjFJ
ekg455,Ediva Crayk,ekg455@duke.edu,8234266412,Undergraduate,Trinity,WwCExCDw
lmi457,Gil Lidbetter,lmi457@duke.edu,3886225443,Undergraduate,Trinity,4mkWstThC
fat265,Glyn Conniam,fat265@duke.edu,3546589677,Undergraduate,Trinity,jtM5cBxyq
ywg700,Joete Dye,ywg700@duke.edu,5136800165,Undergraduate,Pratt,pCJRUN8mqv
rcf485,Virginia Fishleigh,rcf485@duke.edu,8050750511,Undergraduate,Pratt,KgaAKUia
ukg166,Zsa zsa Coryndon,ukg166@duke.edu,2480527183,Undergraduate,Pratt,YnxCTFRRDRc
vpj476,Henderson Isacke,vpj476@duke.edu,8242360766,Undergraduate,Pratt,0RkFkkRCBZ6
wry577,Shari Beer,wry577@duke.edu,6941711113,Undergraduate,Trinity,JYM8gK4X5if
ecs194,Olenolin Lydall,ecs194@duke.edu,724505915,Undergraduate,Pratt,mmLhtsOtf
wvp476,Morgun Knevet,wvp476@duke.edu,8028751636,Undergraduate,Pratt,OzcVUCA
ydz391,Yvon Tomczynski,ydz391@duke.edu,3847692405,Undergraduate,Trinity,8orPY6Jqm
lcj009,Zitella Cass,lcj009@duke.edu,6529051871,Undergraduate,Pratt,KVurDw
fin450,Gertrudis Deniscke,fin450@duke.edu,4715999166,Undergraduate,Trinity,he5FCZVx
hdg913,Aridatha Ambrose,hdg913@duke.edu,9511153110,Undergraduate,Trinity,wQCL9rhQw
bom306,Zorana Edeson,bom306@duke.edu,5824082651,Undergraduate,Pratt,OtZfhF
hlv739,Dyana Gutridge,hlv739@duke.edu,7409469274,Undergraduate,Pratt,uJQdbCR
hpa767,Edsel Lepick,hpa767@duke.edu,3637181933,Undergraduate,Trinity,frP2gc5mZ1q
fiz959,Weider Barbosa,fiz959@duke.edu,556626965,Undergraduate,Pratt,yRkXuuBnfhb
uhn076,Lombard Starsmore,uhn076@duke.edu,9722066840,Undergraduate,Trinity,YIqTyRiDgt
rpb245,Daisi Grimbaldeston,rpb245@duke.edu,3831317411,Undergraduate,Pratt,OtgX48j4XXQj
wey890,Windy Aldrich,wey890@duke.edu,7900320181,Undergraduate,Pratt,jyuVKzsrwKF
ite797,Brendon Cassam,ite797@duke.edu,8257755303,Undergraduate,Pratt,gxEJ9Y
rqp286,Torre Wiggans,rqp286@duke.edu,8523657547,Undergraduate,Pratt,Y6FguM7ZR
brc004,Gregorio Moneypenny,brc004@duke.edu,6212954051,Undergraduate,Pratt,RfveEyXQH
gwf377,Henrietta Villiers,gwf377@duke.edu,5778292692,Undergraduate,Trinity,PkykpZQZMA
oud793,Vale Shenton,oud793@duke.edu,2990768969,Undergraduate,Trinity,cWr10FcVzWQ
luz523,Ardeen Gronno,luz523@duke.edu,5147437807,Undergraduate,Trinity,QxESrmWQ
ovs835,Delmer Strotton,ovs835@duke.edu,7519003202,Undergraduate,Pratt,KPowHBF1T
qxw665,Randene Snook,qxw665@duke.edu,2082468011,Undergraduate,Pratt,1QXAWSsDs
bhr109,Jonathan Rutledge,bhr109@duke.edu,3531014109,Undergraduate,Pratt,cLAkVIrP
vuy363,Merrill Oakenfall,vuy363@duke.edu,2026557604,Undergraduate,Trinity,4sGQXjQWq80o
yrw608,Moritz Carnachen,yrw608@duke.edu,5705669120,Undergraduate,Trinity,akovsE
jcf990,Tobiah Leinweber,jcf990@duke.edu,6686036012,Undergraduate,Trinity,LMv85uM
qvi507,Addy Brandham,qvi507@duke.edu,1709032662,Undergraduate,Pratt,ZKU9xReEOrs
syj783,Roth Hellewell,syj783@duke.edu,3878267940,Undergraduate,Pratt,VRx1TAiS4S4
apw197,Emmey Gumly,apw197@duke.edu,6007979631,Undergraduate,Trinity,bcpJ8Kw
ypw852,Maighdiln Dood,ypw852@duke.edu,3449054332,Undergraduate,Pratt,gPRQULu4iII
yls389,Janith Haddleton,yls389@duke.edu,1557433970,Undergraduate,Pratt,0930kKZcja
joe228,Arlena Ghidotti,joe228@duke.edu,2323747887,Undergraduate,Trinity,2gy6YFVTksqq
hgi408,Estrella Kurdani,hgi408@duke.edu,7060752757,Undergraduate,Pratt,VawrfnKe87l
gkj908,Judye Tinsley,gkj908@duke.edu,6412761922,Undergraduate,Pratt,FTXpxHRXMLP
owv720,Engelbert Ridolfi,owv720@duke.edu,6712100105,Undergraduate,Trinity,zEf9ee0o1
qxb493,Meaghan Banyard,qxb493@duke.edu,2194772000,Undergraduate,Pratt,Z32LhYJFd
kdn994,Jimmie Duplock,kdn994@duke.edu,7001982165,Undergraduate,Trinity,5h3Cm4kCPJ
mzp344,Blisse Dunkerk,mzp344@duke.edu,6210571729,Undergraduate,Pratt,5kuoKBVasnEr
agk233,Hanni Sidwell,agk233@duke.edu,9460719011,Undergraduate,Pratt,02qVriPmABtu
avq423,Davine Robey,avq423@duke.edu,2103438773,Undergraduate,Pratt,12yWEuB2
rdv527,Margy Staig,rdv527@duke.edu,4644406045,Undergraduate,Trinity,4KfmbkWtJn
npz314,Gal Vivash,npz314@duke.edu,196486992,Undergraduate,Trinity,B42cqEboN
brh162,Tito Weeds,brh162@duke.edu,1190540440,Undergraduate,Trinity,PYllfy6u44SF
her671,Nicoline Bevington,her671@duke.edu,6524612077,Undergraduate,Pratt,dmvkNZdkZbii
msu486,Nelson McNern,msu486@duke.edu,5238547884,Undergraduate,Pratt,8SMF2k5sb
lhq928,Abraham Vedenyapin,lhq928@duke.edu,2316632707,Undergraduate,Trinity,J8rsVOaWvkd
yxh637,Win Dalliston,yxh637@duke.edu,1146273059,Undergraduate,Trinity,sDzLfjl9lbv
rdy737,Maximilianus Telezhkin,rdy737@duke.edu,6714086469,Undergraduate,Pratt,doFU8rmtQAZ
uax351,Katie McKomb,uax351@duke.edu,3749813082,Undergraduate,Trinity,L3k4D60BcfH
hes507,Vida Makinson,hes507@duke.edu,6408125386,Undergraduate,Trinity,uH9Eqjxe6wmo
dax506,Casey Moffet,dax506@duke.edu,789021590,Undergraduate,Trinity,VZYtf9WON
zow718,Gal Hugle,zow718@duke.edu,4654555571,Undergraduate,Pratt,B9RPwVo
ibx410,Noella Firks,ibx410@duke.edu,6301597499,Undergraduate,Trinity,UgavluDSi4u
ugk445,Kelby Georgins,ugk445@duke.edu,4381905131,Undergraduate,Pratt,usf6bb2c4
hws386,Normand Holton,hws386@duke.edu,9622725909,Undergraduate,Trinity,gOr1z8DHHK
hkx431,Alfie Fitzsimmons,hkx431@duke.edu,3726538248,Undergraduate,Trinity,jJVcVaEHv
daj337,Xavier Dechelle,daj337@duke.edu,3079056299,Undergraduate,Trinity,pT29spOkqFR
xau586,Austin Jzak,xau586@duke.edu,7768791907,Undergraduate,Trinity,QIlE8sB7
eyo097,Fulton Grainge,eyo097@duke.edu,5204049425,Undergraduate,Trinity,zpAZF4wcX
lky010,Sally Bickley,lky010@duke.edu,9999548480,Undergraduate,Pratt,wt4G65
hyd615,Berget Oxenden,hyd615@duke.edu,3882215111,Undergraduate,Trinity,Sg9xEo5ZpYe
chi458,Beniamino Alner,chi458@duke.edu,1990823023,Undergraduate,Trinity,VSKzxCI
pic696,Benyamin Lapwood,pic696@duke.edu,1556409501,Undergraduate,Pratt,Jn7YhnjOcS
nqy278,Bartel Ellif,nqy278@duke.edu,3439029570,Undergraduate,Trinity,OXGPoYF6gzk
thm990,Frants Earle,thm990@duke.edu,5990913253,Undergraduate,Pratt,1jWWGci3u
xos635,Nerta Ludford,xos635@duke.edu,8921267333,Undergraduate,Pratt,MeM6oLChyl
bez781,Abby Stegell,bez781@duke.edu,3967201252,Undergraduate,Pratt,q5YwnFFmxvfY
tdq677,Beverly Grishakov,tdq677@duke.edu,2082327575,Undergraduate,Pratt,skJx2o
grw042,Irma Slott,grw042@duke.edu,9339221308,Undergraduate,Trinity,VSYROY
qcl758,Reade De Avenell,qcl758@duke.edu,6321880014,Undergraduate,Pratt,xQl2bbl
idf448,Kelcy Leake,idf448@duke.edu,7424920161,Undergraduate,Pratt,HwEC72oHLce
umj563,Rebeca Cawthery,umj563@duke.edu,106815255,Undergraduate,Trinity,2ANOss1a
pzw204,Annelise Cutchey,pzw204@duke.edu,7666265594,Undergraduate,Pratt,HjJ5KrPu
cmk880,Geri Kendred,cmk880@duke.edu,9475439958,Undergraduate,Pratt,TC87oEBf
cbm833,Skyler Pitrasso,cbm833@duke.edu,5499186912,Undergraduate,Trinity,xpjFvnjG0rP
gmo549,Alanah Cobbe,gmo549@duke.edu,4597833290,Undergraduate,Trinity,5b3EGE9tTr
qsc258,Calhoun Ginni,qsc258@duke.edu,477702929,Undergraduate,Trinity,iwzDtfxC
pgy027,Nicholas Revill,pgy027@duke.edu,4408752467,Undergraduate,Trinity,XTICgoK9CHhv
xow707,Daryle Bode,xow707@duke.edu,3176802804,Undergraduate,Pratt,waQvTWFz9sa0
wbr589,Walther Petlyura,wbr589@duke.edu,2300884818,Undergraduate,Trinity,qVaFec1xoted
lfc805,Katherine Symcoxe,lfc805@duke.edu,4980983943,Undergraduate,Trinity,ysPLV1jD
imv792,Laurence Boorne,imv792@duke.edu,5237268667,Undergraduate,Trinity,DpPju6xf
okc489,Ryan McAtamney,okc489@duke.edu,1044020638,Undergraduate,Trinity,qWzKHciQhP
xnj805,Salomo Sherborn,xnj805@duke.edu,370324275,Undergraduate,Pratt,s5IS0FCb0g
tnk509,Cleo MacAndrew,tnk509@duke.edu,6332648206,Undergraduate,Trinity,TQGfphfTC
zos325,Evanne Caruth,zos325@duke.edu,4169287704,Undergraduate,Pratt,gZF3Cld
wst760,Juditha Drei,wst760@duke.edu,1970782426,Undergraduate,Trinity,1TFqIGd
rbi866,Verena Carlon,rbi866@duke.edu,7418329413,Undergraduate,Trinity,0tDfgAHEHn
skw597,Quill Threlfall,skw597@duke.edu,8927233822,Undergraduate,Trinity,3trdvOaxS12
uox505,Lilia Lusty,uox505@duke.edu,8148497914,Undergraduate,Trinity,rQOijdwRSp
uoy651,Elsbeth Andric,uoy651@duke.edu,2245980218,Undergraduate,Trinity,hD0myD
xfr840,Rowe Lensch,xfr840@duke.edu,6726947689,Undergraduate,Trinity,d0Eco8SCv
thc351,Gale Lante,thc351@duke.edu,3873277255,Undergraduate,Pratt,uNRiHiDH
duk889,Thain Davidof,duk889@duke.edu,9987358989,Undergraduate,Trinity,eMtdFlFjYa
jpz964,Gerardo Lavis,jpz964@duke.edu,7858898712,Undergraduate,Pratt,IYoQpW
beo966,Conni Bovingdon,beo966@duke.edu,2901916963,Undergraduate,Trinity,47SV4UsFg
zji912,Philis Lindback,zji912@duke.edu,7039429999,Graduate,Law,mK17SFG
pnj262,Keslie Juniper,pnj262@duke.edu,3975056059,Graduate,Law,kVulzdy
noa775,Lorry Gerkens,noa775@duke.edu,6872898389,Graduate,Fuqua,lmK8XxiUTLW
oqu367,Gibby Oddboy,oqu367@duke.edu,6751785026,Graduate,Other,r3zQsu
kra902,Blythe Ricciardello,kra902@duke.edu,9290283085,Graduate,Other,K4hhQ6TNT5
qpo750,Wylie Petrelli,qpo750@duke.edu,7027754427,Graduate,Nursing,VlDwPGcX
vbg424,Pandora Tranfield,vbg424@duke.edu,3483418010,Graduate,Law,wkaOEbpB
uzl554,Alla Strawbridge,uzl554@duke.edu,1514356646,Graduate,Medicine,NspNoMD
xfv357,Ninnette Caghy,xfv357@duke.edu,7385817033,Graduate,Law,Wqj82aMdo
fbv528,Brigitte Whitter,fbv528@duke.edu,1534893391,Graduate,Other,NSBUCQO
fmn595,Orlando Sirl,fmn595@duke.edu,3411907041,Graduate,Other,C2Y39tjsTd
jnh901,Constantina O'Brogane,jnh901@duke.edu,5847255771,Graduate,Fuqua,ykzZDW6
odx724,Helenelizabeth Jereatt,odx724@duke.edu,7844316396,Graduate,Nursing,z8lrB1
mpc980,Celestyn Backwell,mpc980@duke.edu,5320716081,Graduate,Law,RzYCYZGD0X
zut426,Rhiamon Dudman,zut426@duke.edu,4049105011,Graduate,Law,bvR57ZMCnr
xmo152,Krystalle Benford,xmo152@duke.edu,8397332282,Graduate,Nursing,qExDsn02P
arl780,Boy Geeritz,arl780@duke.edu,312561237,Graduate,Medicine,hWtbon
jyh483,Adriano Pitkaithly,jyh483@duke.edu,9563401625,Graduate,Law,Tn4EB4X
gnp094,Dionisio De la Yglesia,gnp094@duke.edu,1142306615,Graduate,Medicine,XFvSOEs
nlu877,Carmela O'Lyhane,nlu877@duke.edu,1806867293,Graduate,Medicine,XdWhfAI
rtl165,Magdaia Applegate,rtl165@duke.edu,8739116306,Graduate,Fuqua,Dh470VL7Bol
ytl341,Mac Garton,ytl341@duke.edu,7108163947,Graduate,Other,VK1ZscLsz
qjx865,Jennee Bockh,qjx865@duke.edu,3331985533,Graduate,Law,INiIZt
ugb120,Bekki Fildery,ugb120@duke.edu,3702647382,Graduate,Medicine,UIWZVTlWMpEs
edj465,Alecia Amber,edj465@duke.edu,772977972,Graduate,Nursing,ZadA6erpCBb
olb296,Ugo Gundrey,olb296@duke.edu,4636831265,Graduate,Nursing,EzUxBe
zea327,Wally Szabo,zea327@duke.edu,400029209,Graduate,Fuqua,SjgDdClEbR
oxb138,Pembroke Delagua,oxb138@duke.edu,7378209185,Graduate,Fuqua,6XRGIIaDrP
wyj406,Hyatt De Luna,wyj406@duke.edu,3125090415,Graduate,Fuqua,4Kz6w40bxbX7
fta504,Aubrette Speere,fta504@duke.edu,7695547420,Graduate,Medicine,Ik2pzzL
cnb698,Oralee Boyda,cnb698@duke.edu,9292613711,Graduate,Fuqua,kM4QZx
pft573,Saundra Hamon,pft573@duke.edu,7433688980,Graduate,Nursing,33Ae13p
vjq295,Zacharie Peregrine,vjq295@duke.edu,5739236642,Graduate,Nursing,yusqATEa3y
qag276,Devland Sloegrave,qag276@duke.edu,270088614,Graduate,Fuqua,CIB8Ur2LQWpt
nsy437,Cloris Eadon,nsy437@duke.edu,7863189644,Graduate,Law,wDj2voa
yht835,Normie Schooley,yht835@duke.edu,2584840283,Graduate,Law,p2s4gZu95c
qdc071,Douglass Alten,qdc071@duke.edu,1860963652,Graduate,Fuqua,bCgTjTYnW2
pik680,Corry Tams,pik680@duke.edu,5943672014,Graduate,Nursing,SajZB9
ygp882,Jobye Poland,ygp882@duke.edu,1997682010,Graduate,Medicine,YJ1sqN
pjg302,Karine Hovell,pjg302@duke.edu,8559431928,Graduate,Nursing,AIS5QG
ilw085,Gaven Gillogley,ilw085@duke.edu,6953648334,Graduate,Fuqua,66RyudVqKua7
xuf914,Krystalle Duchan,xuf914@duke.edu,7693516756,Graduate,Other,1UvSE8
klf740,Gale Dando,klf740@duke.edu,4400878324,Graduate,Other,AJ9uwIi
eqp904,Gabrila Alexander,eqp904@duke.edu,9319450291,Graduate,Law,Hueqe6
wrp879,Ameline Bedrosian,wrp879@duke.edu,3823674007,Graduate,Nursing,3s4yYm
wig858,Tove Legat,wig858@duke.edu,4188971482,Graduate,Nursing,M2ZAZ7dOyg
wav228,Tamiko Allin,wav228@duke.edu,9547169400,Graduate,Law,zJDlOFth
tnp699,Catherine Iglesia,tnp699@duke.edu,3714003845,Graduate,Other,bscbT8M79l
rul320,Lusa MacCurtain,rul320@duke.edu,8315977884,Graduate,Medicine,6yFJ8pJLK7Zt
kiv114,Frankie Lawie,kiv114@duke.edu,4294648158,Graduate,Medicine,l8OERBbDpeo
kzs528,Benn Tilliards,kzs528@duke.edu,3154410879,Graduate,Nursing,z4P6Ts
xjh524,Doralynn Girth,xjh524@duke.edu,4475959747,Graduate,Nursing,1KszqDMZT
lny085,Robena Gruczka,lny085@duke.edu,9806947242,Graduate,Medicine,WYhOB5
yfs871,Talya Wrettum,yfs871@duke.edu,9701958376,Graduate,Law,WhqzGASHv1
uge421,Vyky Salway,uge421@duke.edu,850000212,Graduate,Other,CvvFpGMhjwKx
zwt155,Gaultiero Bessell,zwt155@duke.edu,186043037,Graduate,Fuqua,caznIf
wfv420,Gris Tebboth,wfv420@duke.edu,5321758177,Graduate,Law,81KzA2f789
iau912,Hilda Lidbetter,iau912@duke.edu,4909043775,Graduate,Medicine,jA8fOtd
gdt580,Trescha Grinham,gdt580@duke.edu,1978045710,Graduate,Nursing,NruWSw0URVa
awk573,Harcourt Bryns,awk573@duke.edu,8761353683,Graduate,Other,Xojpm2XJ
emv139,Bette Wilstead,emv139@duke.edu,8159508800,Graduate,Nursing,W8YuAESE
fhq501,Adah Stallard,fhq501@duke.edu,9705043981,Graduate,Other,3Bg597a
gjt484,Clark Markwell,gjt484@duke.edu,2694459354,Graduate,Nursing,EUBJCa6Qcnh
fta103,Ravi Kobpal,fta103@duke.edu,4902854744,Graduate,Fuqua,Qa7n2oj5
gqm793,Drake Sandyford,gqm793@duke.edu,2355654284,Graduate,Medicine,tJhLh2
rph460,Christoper Fonso,rph460@duke.edu,1106125091,Graduate,Fuqua,Ct8uFg5tQq
myh345,Rozele Whordley,myh345@duke.edu,1065632783,Graduate,Law,y96SeH
